V_I,ID,Mode,RA,DECL,ID_OGLE_II,ID_OGLE_III,ID_OGLE_IV,ID_OTHER,I,V,P_1,dP_1,T0_1,A_1,R21_1,phi21_1,R31_1,phi31_1,P_2,dP_2,T0_2,A_2,R21_2,phi21_2,R31_2,phi31_2,P_3,dP_3,T0_3,A_3,R21_3,phi21_3,R31_3,phi31_3,Remarks
-99.99,OGLE-GD-CEP-1529,F,19.321497,14.217639,-99.99,-99.99,DG1183.27.122,-99.99,14.399,-99.99,16.9491526,0.0018279,2460001.9782,0.664,0.281,5.146,0.118,3.508,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1530,F,19.32345,13.250056,-99.99,-99.99,DG1183.02.12,-99.99,13.437,-99.99,6.0160542,0.0006024,2460003.9382,0.467,0.404,4.992,0.116,3.991,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1531,F,19.324233,14.559333,-99.99,-99.99,DG1182.02.407,-99.99,15.937,-99.99,6.1733988,0.0007257,2460000.7863,0.29,0.255,5.304,0.113,3.913,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1532,F,19.325728,11.868333,-99.99,-99.99,DG1185.27.2428,-99.99,14.107,-99.99,3.6079437,0.0004202,2460002.8369,0.335,0.288,4.397,0.051,2.875,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1533,F,19.34605,18.133083,-99.99,-99.99,DG1198.25.1,-99.99,12.109,-99.99,10.4978512,0.0008024,2460003.6375,0.492,0.061,4.168,0.04,0.655,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1534,F,19.347692,17.054361,-99.99,-99.99,DG1199.24.4122,-99.99,16.19,-99.99,13.9645302,0.0009325,2460013.8806,0.458,0.075,-99.99,0.133,1.207,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1535,F,19.347906,15.554222,-99.99,-99.99,DG1200.15.5219,-99.99,11.462,-99.99,10.6263749,0.0006652,2460010.3647,0.641,0.155,4.549,0.109,1.691,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1537,F,19.348067,16.288639,-99.99,-99.99,DG1181.17.16,-99.99,13.556,-99.99,21.5796289,0.0051014,2460009.0052,0.507,0.164,4.541,0.064,1.896,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1538,F,19.350506,15.798972,-99.99,-99.99,DG1200.24.28,-99.99,12.754,-99.99,5.9498661,0.0005892,2460004.8104,0.514,0.334,4.915,0.11,3.238,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1539,F,19.3652,19.448028,-99.99,-99.99,DG1197.23.426,-99.99,16.985,-99.99,2.3175201,0.0001733,2460001.9052,0.617,0.482,4.759,0.211,2.667,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1540,F,19.365461,17.677306,-99.99,-99.99,DG1198.06.6020,-99.99,16.632,-99.99,7.0229652,0.0006393,2460001.4887,0.492,0.324,5.398,0.107,2.502,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1541,F,19.36655,22.025111,-99.99,-99.99,DG1342.23.6503,-99.99,15.72,-99.99,2.7644713,8.39e-05,2460002.503,0.683,0.502,4.342,0.262,2.455,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1542,F,19.370639,14.520917,-99.99,-99.99,DG1201.22.5,-99.99,12.256,-99.99,34.1997265,0.0124067,2460024.5058,0.742,0.379,5.187,0.241,4.003,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1543,F,19.371739,15.236333,-99.99,-99.99,DG1200.05.7800,-99.99,16.423,-99.99,4.5010579,0.0008272,2460002.3118,0.259,0.287,4.584,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1544,F,19.392614,15.367889,-99.99,-99.99,DG1200.11.2,-99.99,11.474,-99.99,5.5426229,0.0006356,2460004.8538,0.387,0.316,4.822,0.11,3.173,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1545,F,19.396742,16.387417,-99.99,-99.99,DG1199.03.75,-99.99,14.69,-99.99,7.9169742,0.0007406,2460001.3505,0.32,0.18,5.233,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1546,F,19.416569,16.152389,-99.99,-99.99,DG1200.26.4139,-99.99,14.777,-99.99,13.8312587,0.0020061,2460000.3884,0.545,0.102,4.326,0.131,1.206,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1547,F,19.416581,16.180778,-99.99,-99.99,DG1200.26.4153,-99.99,14.788,-99.99,10.5973752,0.0008457,2460006.3899,0.623,0.093,4.669,0.104,0.556,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1548,F,19.420125,18.178278,-99.99,-99.99,DG1198.18.243,-99.99,15.984,-99.99,12.6710594,0.0013056,2460011.0598,0.571,0.146,5.245,0.105,1.83,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1549,F,19.423894,19.265167,-99.99,-99.99,DG1197.08.10627,-99.99,14.786,-99.99,7.5517294,0.0007035,2460001.1984,0.263,0.215,4.815,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1550,1,19.427189,23.882861,-99.99,-99.99,DG1344.25.6390,-99.99,15.398,-99.99,1.4025001,8.45e-05,2460001.2811,0.341,0.245,4.348,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1551,F,19.427633,17.845833,-99.99,-99.99,DG1198.08.13,-99.99,13.059,-99.99,6.6629801,0.0005436,2460005.3245,0.266,0.225,5.064,0.03,3.616,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1552,F,19.435092,21.277167,-99.99,-99.99,DG1346.24.35,-99.99,13.502,-99.99,13.5717601,0.0013407,2460000.2939,0.529,0.17,4.774,0.119,1.66,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1553,F,19.437528,18.792944,-99.99,-99.99,DG1216.24.1281,-99.99,17.236,-99.99,3.1368614,0.0002456,2460002.3284,0.555,0.399,4.286,0.19,2.001,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1554,F,19.438092,19.370944,-99.99,-99.99,DG1215.07.146,-99.99,15.256,-99.99,8.9144301,0.0007547,2460003.6275,0.45,0.189,4.74,0.092,0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1555,F,19.448453,19.120083,-99.99,-99.99,DG1216.31.617,-99.99,16.931,-99.99,6.1455601,0.0005035,2460000.2093,0.425,0.208,4.763,0.134,4.012,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1556,F,19.448781,21.756056,-99.99,-99.99,DG1346.31.11371,-99.99,14.679,-99.99,3.6964277,0.0004324,2460003.3706,0.266,0.284,4.679,0.084,3.325,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1557,F,19.462778,15.472639,-99.99,-99.99,DG1219.30.71,-99.99,13.698,-99.99,4.9463324,0.0001325,2460004.0698,0.41,0.315,4.722,0.114,3.192,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1558,F,19.475611,10.8035,-99.99,-99.99,DG1222.03.11,-99.99,12.523,-99.99,3.3189707,0.000235,2460002.0659,0.394,0.335,4.519,0.168,2.347,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1559,F,19.477319,17.682194,-99.99,-99.99,DG1217.20.3300,-99.99,15.442,-99.99,12.836569,0.0013242,2460012.7445,0.736,0.223,4.912,0.113,2.206,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1560,F,19.481231,16.688167,-99.99,-99.99,DG1218.28.1,V0418 Sge,11.119,-99.99,6.0489562,0.0005567,2460003.0355,0.248,0.159,5.492,0.118,5.082,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1561,F,19.490272,19.156389,-99.99,-99.99,DG1216.27.3,V0377 Sge,11.819,-99.99,6.1302053,0.0006006,2460003.024,0.442,0.263,4.974,0.055,2.316,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1562,F,19.492278,18.918778,-99.99,-99.99,DG1216.19.11024,-99.99,13.918,-99.99,28.4971226,0.002358,2460015.8106,0.833,0.345,4.826,0.19,3.213,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1563,F,19.498711,19.118972,-99.99,-99.99,DG1216.26.22,-99.99,13.458,-99.99,9.0387266,0.0007095,2460005.8576,0.489,0.155,5.178,0.078,4.764,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1564,1,19.500253,23.419389,-99.99,-99.99,DG1344.09.846,-99.99,16.642,-99.99,1.0717923,8.46e-05,2460001.0053,0.245,0.265,4.766,0.191,3.237,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1565,F,19.512278,15.835361,-99.99,-99.99,DG1234.24.4521,-99.99,16.828,-99.99,6.4172497,0.0014456,2460002.7932,0.45,0.234,5.228,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1566,F,19.512556,19.371944,-99.99,-99.99,DG1231.24.5,-99.99,12.049,-99.99,6.8540097,0.000768,2460004.1922,0.458,0.209,5.535,0.021,4.767,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1567,1,19.515711,19.804583,-99.99,-99.99,DG1215.08.13885,-99.99,15.467,-99.99,2.1089039,8.06e-05,2460000.8023,0.189,0.194,3.73,0.091,3.007,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1568,F,19.525217,22.639944,-99.99,-99.99,DG1347.06.5473,-99.99,14.311,-99.99,5.1819812,0.0004347,2460002.35,0.44,0.311,4.441,0.123,2.507,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1569,F,19.525572,17.464278,-99.99,-99.99,DG1233.31.5455,-99.99,14.139,-99.99,17.5008751,0.0033256,2460003.412,0.762,0.308,4.878,0.193,3.017,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1570,F,19.534064,13.043583,-99.99,-99.99,DG1236.13.13017,-99.99,12.195,-99.99,13.6735266,0.0007542,2460010.4533,0.619,0.131,4.713,0.133,1.405,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1571,F,19.534647,11.54975,-99.99,-99.99,DG1237.05.13855,ASAS J193206+1132.9,11.745,-99.99,6.6980157,0.0004349,2460005.5674,0.373,0.27,4.994,0.044,3.973,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1572,F,19.542697,18.945944,-99.99,-99.99,DG1231.05.8993,-99.99,14.449,-99.99,40.6008933,0.0143567,2460015.2919,0.684,0.37,4.929,0.183,3.521,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1573,F,19.5557,20.284861,-99.99,-99.99,DG1349.11.3,-99.99,11.346,-99.99,14.6006717,0.0023246,2460004.0917,0.571,0.073,4.739,0.065,0.262,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1574,F,19.559958,21.508028,-99.99,-99.99,DG1348.11.200,-99.99,15.715,-99.99,6.7869863,0.0006041,2460001.3668,0.526,0.255,5.571,0.14,3.969,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1575,F,19.571042,19.570694,-99.99,-99.99,DG1231.19.10414,V0471 Vul,11.234,-99.99,5.9387809,0.0006575,2460000.2523,0.303,0.209,5.084,0.072,4.945,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1576,1,19.57385,22.437528,-99.99,-99.99,DG1347.02.52,-99.99,14.836,-99.99,4.6834021,0.0002035,2460004.0668,0.449,0.23,4.212,0.12,2.304,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1577,F,19.574906,21.729111,-99.99,-99.99,DG1348.10.8168,-99.99,13.132,-99.99,24.2176401,0.0045072,2460013.1057,0.58,0.203,4.621,0.095,2.294,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1578,F,19.585072,23.160278,-99.99,-99.99,DG1347.18.37,-99.99,13.094,-99.99,22.7272728,0.0014782,2460009.3368,0.548,0.219,4.572,0.091,2.687,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1579,F,19.602767,22.142639,-99.99,-99.99,DG1351.15.236,-99.99,16.75,-99.99,3.5565402,0.000707,2460000.7794,0.377,0.198,4.386,0.088,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1580,F,19.676422,19.285556,-99.99,-99.99,DG1258.15.9545,DG Sge,11.076,-99.99,4.436951,0.0005431,2460002.2682,0.387,0.209,4.855,0.135,4.346,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1581,F,19.697531,22.403611,-99.99,-99.99,DG1354.30.5487,V0474 Vul,11.024,-99.99,19.8555495,0.0073406,2460017.1848,0.584,0.096,0.558,0.104,0.404,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1582,F,19.764431,23.072306,-99.99,-99.99,DG1356.07.14,-99.99,13.217,-99.99,3.8494001,0.0005451,2460001.0994,0.378,0.276,4.549,0.087,3.008,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-GD-CEP-1583,F,19.781003,23.235028,-99.99,-99.99,DG1356.06.8225,-99.99,12.898,-99.99,13.6574707,0.0010344,2460010.572,0.591,0.215,4.723,0.043,1.777,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
1.211,OGLE-GD-CEP-1584,12,5.871978,17.744278,-99.99,-99.99,GD2464.14.3531,-99.99,14.272,15.483,0.8063249,8.5e-06,2460000.2815,0.238,0.282,3.893,0.131,1.859,0.6493555,1.78e-05,2460000.0852,0.08,0.116,5.352,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.995999,OGLE-GD-CEP-1585,12,5.942881,16.297917,-99.99,-99.99,GD2457.32.10,ASAS J055635+1617.9,12.378,13.374,0.5480296,5.1e-06,2460000.1937,0.262,0.111,2.888,0.131,0.841,0.4416702,1.57e-05,2460000.085,0.047,0.123,-99.99,0.143,4.634,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
3.316,OGLE-GD-CEP-1586,1,6.212222,17.728278,-99.99,-99.99,GD1820.14.2583,-99.99,14.408,17.724,1.5195536,1.01e-05,2460000.8767,0.11,0.082,4.645,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
1.105,OGLE-GD-CEP-1587,12,6.344522,8.149639,-99.99,-99.99,GD1782.03.3000,-99.99,13.759,14.864,0.9346812,2.3e-06,2460000.889,0.288,0.276,4.114,0.082,2.031,0.7506544,5.8e-06,2460000.4409,0.098,0.064,5.105,0.048,5.266,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
1.079,OGLE-GD-CEP-1588,12,6.42835,8.495722,-99.99,-99.99,GD1777.28.3934,-99.99,12.506,13.585,0.7278123,2.7e-06,2460000.3362,0.212,0.222,3.546,0.116,1.257,0.5871394,7.2e-06,2460000.3555,0.048,0.0,-99.99,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
1.349,OGLE-GD-CEP-1589,1,6.465125,14.1155,-99.99,-99.99,GD1799.07.9,-99.99,12.129,13.478,0.8758487,2.7e-06,2460000.623,0.186,0.195,3.817,0.064,1.798,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
2.451,OGLE-GD-CEP-1590,1,6.588886,3.427444,-99.99,-99.99,GD1752.29.28,-99.99,14.71,17.161,0.8943014,2.4e-06,2460000.5711,0.18,0.179,3.81,0.07,1.625,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
1.659,OGLE-GD-CEP-1591,12,6.610114,6.158667,-99.99,-99.99,GD1765.02.36,-99.99,13.375,15.034,0.7187952,2.6e-06,2460000.3849,0.266,0.202,3.544,0.123,1.312,0.5771003,9.2e-06,2460000.4879,0.049,0.0,-99.99,0.136,0.529,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
1.991,OGLE-GD-CEP-1592,12,6.637264,6.31075,-99.99,-99.99,GD1760.24.2611,-99.99,14.001,15.992,0.833064,1.8e-06,2460000.2058,0.275,0.219,3.859,0.054,1.736,0.6710355,4.9e-06,2460000.624,0.05,0.0,-99.99,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
2.017,OGLE-GD-CEP-1593,12,6.638678,7.279583,-99.99,-99.99,GD1764.15.3777,-99.99,15.825,17.842,0.493317,8e-07,2460000.462,0.291,0.067,4.628,0.053,5.987,0.3976082,3.5e-06,2460000.0872,0.035,0.0,-99.99,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
1.395,OGLE-GD-CEP-1594,12,6.837717,3.636139,-99.99,-99.99,GD1744.21.15,-99.99,12.87,14.265,0.5881217,4.8e-06,2460000.4515,0.131,0.117,3.356,0.161,1.169,0.4730892,7e-06,2460000.1924,0.053,0.0,-99.99,0.23,5.492,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
1.724,OGLE-GD-CEP-1595,F1,6.846247,-8.969083,-99.99,-99.99,GD2394.11.6,-99.99,12.413,14.137,3.6062335,0.0002094,2460001.1107,0.203,0.144,4.46,0.038,1.625,2.587977,9.42e-05,2460001.089,0.201,0.02,5.545,0.024,5.087,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
1.136,OGLE-GD-CEP-1596,1,6.858356,-16.560528,-99.99,-99.99,GD2392.25.35,-99.99,14.507,15.643,0.3306246,1e-06,2460000.0666,0.239,0.056,2.289,0.11,5.614,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
1.037,OGLE-GD-CEP-1597,1,7.090714,-15.194556,-99.99,-99.99,GD2376.19.6757,-99.99,14.063,15.1,0.3187779,9e-07,2460000.2529,0.134,0.209,1.799,0.124,6.109,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
1.199,OGLE-GD-CEP-1598,12,7.208394,-16.903639,-99.99,-99.99,GD1676.15.41,-99.99,13.715,14.914,0.5893867,6e-07,2460000.5344,0.242,0.028,1.926,0.108,6.276,0.4761873,1.3e-06,2460000.2192,0.051,0.0,-99.99,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
1.068,OGLE-GD-CEP-1599,12,7.299108,-13.426444,-99.99,-99.99,GD1660.23.5868,-99.99,14.32,15.388,0.333343,4e-07,2460000.2382,0.198,0.235,2.486,0.187,0.337,0.2678794,7e-07,2460000.1565,0.05,0.14,3.047,0.116,1.067,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.771,OGLE-GD-CEP-1600,1,7.330833,-28.79175,-99.99,-99.99,GD2356.24.4293,-99.99,11.901,12.672,1.9993763,2.9e-05,2460000.2329,0.202,0.0,-99.99,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
1.07,OGLE-GD-CEP-1601,1,7.350603,-15.282833,-99.99,-99.99,GD1661.01.5897,-99.99,12.656,13.726,0.7025237,7e-07,2460000.5859,0.188,0.188,3.337,0.129,1.145,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
1.727,OGLE-GD-CEP-1602,12,7.368542,-17.636444,-99.99,-99.99,GD1650.24.4376,-99.99,14.393,16.12,0.6770297,9e-07,2460000.01,0.191,0.154,3.156,0.114,1.052,0.5457191,1.9e-06,2460000.1705,0.05,0.0,-99.99,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.851,OGLE-GD-CEP-1603,12,7.398164,-8.958444,-99.99,-99.99,GD1643.30.2,ASAS J072354-0857.5,11.602,12.453,0.5582752,6e-07,2460000.3972,0.117,0.184,2.964,0.0,-99.99,0.4483231,1e-06,2460000.1083,0.042,0.0,-99.99,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
